Title|Budget|Gross|Year
Bugsy Malone|-1|2783840|1976
Carrie|1800000|33800000|1976
The Cassandra Crossing|-1|15300000|1976
Trial by Combat|-1|2032|1976
Edvard Munch|-1|43539|1974
Eraserhead|20000|7000000|1977
Family Plot|3000000|13200000|1976
La flûte à six schtroumpfs|-1|11234220|1976
Gus|-1|21873000|1976
Der junge Freud|-1|18618|1976
King Kong|24000000|7023921|1976
The Last Tycoon|-1|1819912|1976
Le locataire|-1|1924733|1976
Logan's Run|9000000|25000000|1976
Marathon Man|-1|21709020|1976
Midway|-1|43220000|1976
Murder by Death|-1|32511047|1976
Network|3800000|23689877|1976
The Omen|2800000|4273886|1976
The Outlaw Josey Wales|-1|31800000|1976
The Pink Panther Strikes Again|6000000|33833201|1976
The Pom Pom Girls|-1|17883410|1976
Rocky|1100000|117235247|1976
The Shootist|-1|5987000|1976
Silent Movie|4400000|36145695|1976
Silver Streak|-1|51079064|1976
A Star Is Born|6000000|72000000|1976
Taxi Driver|1300000|21100000|1976
To Fly!|-1|82500000|1976
Across the Great Divide|-1|18806000|1976
Airport '77|-1|30000000|1977
Annie Hall|4000000|38251425|1977
Black Sunday|-1|15769322|1977
Bobby Deerfield|-1|9300000|1977
A Bridge Too Far|26000000|50800000|1977
Cet obscur objet du désir|-1|55261|1977
The Choirboys|6500000|6000000|1977
Close Encounters of the Third Kind|19400870|9083988|1977
The Deep|9000000|6835540|1977
Exorcist II: The Heretic|14000000|6735000|1977
For the Love of Benji|-1|17732000|1977
Freaky Friday|-1|25942000|1976
The Gauntlet|5500000|26414658|1977
The Goodbye Girl|-1|102000000|1977
Grand Theft Auto|602000|15000000|1977
Handle with Care|-1|815530|1977
Herbie Goes to Monte Carlo|-1|28000000|1977
High Anxiety|3400000|31063038|1977
Xing xing wang|6000000|15950|1977
March or Die|9000000|1000000|1977
In Search of Noah's Ark|-1|55734818|1976
The Kentucky Fried Movie|650000|15000000|1977
Killer of Sheep|100000|339884|1977
Kingdom of the Spiders|500000|17000000|1977
Leidenschaftliche Blümchen|-1|131396|1978
Looking for Mr. Goodbar|-1|1837976|1977
MacArthur|-1|16320000|1977
New York, New York|14000000|13800000|1977
Oh, God!|-1|2040920|1977
Orca|-1|14717854|1977
The Other Side of Midnight|-1|24652021|1977
Pete's Dragon|10000000|4100000|1977
The Rescuers|1200000|21215869|1977
Ritratto di borghesia in nero|-1|27182|1977
Saturday Night Fever|-1|25850802|1977
Slap Shot|-1|28000000|1977
Smokey and the Bandit|-1|5678950|1977
Something for Joey|-1|12400000|1977
The Spy Who Loved Me|14000000|1539734|1977
Star Wars|13000000|460935665|1977
Wizards|1200000|9000000|1977
The Bermuda Triangle|-1|22167000|1979
The Betsy|-1|17685000|1978
Beyond and Back|-1|23784000|1978
The Boys from Brazil|12000000|19000000|1978
Brass Target|-1|5011158|1978
La cage aux folles|-1|18709|1978
Caravans|14000000|1000000|1978
Convoy|-1|15000000|1978
Corvette Summer|-1|15500000|1978
Damien: Omen II|-1|3880880|1978
Dawn of the Dead|650000|55000000|1978
Days of Heaven|3000000|3446749|1978
Death on the Nile|-1|14560084|1978
The Deer Hunter|15000000|48979328|1978
Every Which Way But Loose|-1|10272000|1978
Eyes of Laura Mars|7000000|20000000|1978
F.I.S.T|11000000|20388920|1978
Faces of Death|450000|35000000|1978
Force 10 from Navarone|5000000|7100000|1978
The Fury|5500000|24000000|1978
Grease|6000000|181280701|1978
Halloween|320000|47000000|1978
Heaven Can Wait|-1|4192799|1978
The Hills Have Eyes|230000|25000000|1977
House Calls|-1|28460702|1978
Interiors|10000000|10432466|1978
Invasion of the Body Snatchers|3500000|24946533|1978
Jaws 2|20000000|9866023|1978
King of the Gypsies|-1|7325177|1978
The Last Waltz|-1|321952|1978
The Lord of the Rings|4000000|921769|1978
Midnight Express|2300000|35000000|1978
Moment by Moment|-1|10963824|1978
Animal House|3000000|201747|1978
The One and Only|-1|16928137|1978
The Other Side of the Mountain Part 2|-1|11565678|1978
Paradise Alley|-1|7185518|1978
Pretty Baby|-1|5786368|1978
Revenge of the Pink Panther|-1|37337746|1978
Sgt. Pepper's Lonely Hearts Club Band|18000000|12900000|1978
Slow Dancing in the Big City|-1|11335|1978
Straight Time|-1|9900000|1978
Superman|55000000|40925251|1978
The Swarm|21000000|10000000|1978
Thank God It's Friday|2200000|7300000|1978
Up in Smoke|-1|41590893|1978
The Wiz|24000000|13000000|1978
...And Justice for All.|-1|33300000|1979
10|-1|3526692|1979
1941|35000000|2701898|1979
The Concorde ... Airport '79|14000000|13015688|1979
Alien|11000000|1985739|1979
All That Jazz|-1|86229|1979
The Amityville Horror|-1|7843467|1979
Apocalypse Now|31500000|4626290|1979
Being There|-1|30177511|1979
The Black Hole|20000000|35841901|1979
The Black Stallion|2700000|37799643|1979
Breaking Away|-1|314658|1979
The Champ|-1|2149451|1979
The China Syndrome|-1|51718367|1979
City on Fire|5300000|784181|1979
Cuba|-1|527540|1979
The Electric Horseman|-1|61801971|1979
Escape from Alcatraz|-1|5306354|1979
The Fish That Saved Pittsburgh|-1|8281246|1979
A Force of One|-1|20166000|1979
The Frisco Kid|-1|160292|1979
Kita-kitsune monogatari|4500000|74375000|1978
Good Guys Wear Black|1000000|18328000|1978
The Great Santini|-1|4702575|1979
The First Great Train Robbery|6000000|391942|1979
Hair|11000000|15284463|1979
Hanover Street|-1|3000000|1979
Home Movies|400000|89134|1980
The Jerk|-1|5935025|1979
Kramer vs. Kramer|-1|98982763|1979
Last Embrace|-1|1537125|1979
The Late Great Planet Earth|-1|19500000|1979
Life of Brian|4000000|646124|1979
Lost and Found|-1|1022374|1979
Love at First Bite|-1|43885000|1979
Mad Max|350000|8750000|1979
The Main Event|-1|42800000|1979
Manhattan|-1|39900000|1979
Meatballs|1600000|77170|1979
Meteor|16000000|8400000|1979
Moonraker|34000000|7108344|1979
More American Graffiti|3000000|8100000|1979
The Muppet Movie|-1|76657000|1979
Norma Rae|-1|22228000|1979
North Dallas Forty|-1|26079312|1979
The Onion Field|-1|9890597|1979
Phantasm|300000|11988469|1979
The Prisoner of Zenda|12500000|2425315|1979
Prophecy|12000000|18389402|1979
Rich Kids|2500000|53064|1979
Richard Pryor: Live in Concert|300000|15800000|1979
Rocky II|-1|6390537|1979
Roller Boogie|-1|775133|1979
The Rose|8500000|29200000|1979
Star Trek: The Motion Picture|35000000|39658976|1979
Starting Over|-1|35649012|1979
Tess|-1|20093330|1979
Voices|-1|27445|1979
Wanda Nevada|-1|2411145|1979
The Warriors|-1|22490039|1979
When a Stranger Calls|740000|21411158|1979
Winter Kills|6500000|1083799|1979
'Breaker' Morant|650000|7142857|1980
Nine to Five|-1|103290500|1980
AC/DC: Let There Be Rock|-1|52590|1980
Airplane!|3500000|83400000|1980
Altered States|-1|174650|1980
American Gigolo|4800000|23000000|1980
Any Which Way You Can|-1|70700000|1980
Atlantic City|7200000|12729675|1980
The Blue Lagoon|4500000|58853106|1980
The Blues Brothers|27000000|4858152|1980
The Boogeyman|300000|4500000|1980
Bronco Billy|-1|3708710|1980
Brubaker|-1|2748079|1980
Caddyshack|6000000|3142689|1980
La cage aux folles II|-1|6950125|1980
Caligola|17500000|80256|1979
Can't Stop the Music|20000000|2000000|1980
A Change of Seasons|-1|16400000|1980
Cheech & Chong's Next Movie|-1|5262963|1980
Coal Miner's Daughter|-1|3366443|1980
The Competition|-1|14287755|1980
Cruising|-1|19798718|1980
Divine Madness|-1|769787|1980
Dressed to Kill|6500000|31899000|1980
The Elephant Man|5000000|26000000|1980
Star Wars: Episode V - The Empire Strikes Back|18000000|51740189|1980
Fame|-1|118160|1980
The Fiendish Plot of Dr. Fu Manchu|-1|2399109|1980
First Family|-1|3635564|1980
Flash Gordon|35000000|27107960|1980
The Fog|1000000|21378000|1980
The Formula|-1|8849289|1980
Foxes|-1|7470348|1980
Friday the 13th|700000|5816321|1980
Gilda Live|-1|2261507|1980
The Gods Must Be Crazy|-1|28358465|1980
The Gong Show Movie|-1|1476425|1980
Hangar 18|-1|6000000|1980
Heaven's Gate|35000000|3484331|1980
Herbie Goes Bananas|-1|18000000|1980
Honeysuckle Rose|-1|17815212|1980
The Hunter|8000000|16274150|1980
In God We Tru$t|-1|2008150|1980
In Search of Historic Jesus|-1|22438000|1979
The Island|22000000|3123267|1980
The Jazz Singer|-1|27118000|1980
Just Tell Me What You Want|-1|2086905|1980
The Long Riders|10000000|23000000|1980
Loving Couples|-1|2806659|1980
Maniac|350000|6000000|1980
Me and the Kid|-1|45715|1993
Melvin and Howard|-1|4309490|1980
My Bodyguard|-1|1626851|1980
The Nude Bomb|15000000|3565066|1980
The Octagon|-1|18971000|1980
Oh, God! Book II|-1|3439846|1980
Oh Heavenly Dog|-1|6216067|1980
Ordinary People|6000000|54766923|1980
Popeye|20000000|49823057|1980
Private Benjamin|-1|4739769|1980
The Private Eyes|-1|18014000|1981
Prom Night|1600000|14796236|1980
Raging Bull|18000000|49034|1980
Raise the Titanic|36000000|7000000|1980
Resurrection|-1|308068|1980
Roadie|-1|1002263|1980
Scanners|4100000|14225876|1981
Serial|-1|9870727|1980
The Shining|22000000|622337|1980
A Small Circle of Friends|-1|700000|1980
Smokey and the Bandit II|-1|10883835|1980
Stardust Memories|10000000|326779|1980
Stir Crazy|-1|101300000|1980
The Stunt Man|-1|7063886|1980
Superman II|54000000|101347629|1980
Those Lips, Those Eyes|-1|63766|1980
Time Bandits|5000000|35955861|1981
Urban Cowboy|-1|53300000|1980
Used Cars|8000000|11715321|1980
The Watcher in the Woods|-1|5000000|1980
When Time Ran Out...|20000000|1700000|1980
Where the Buffalo Roam|-1|6659377|1980
Wholly Moses!|-1|3625280|1980
Why Would I Lie?|-1|52473|1980
Windwalker|-1|18636482|1981
Xanadu|20000000|1471595|1980
Absence of Malice|12000000|40716963|1981
All Night Long|-1|1392852|1981
The Amateur|10600000|6283669|1981
American Pop|-1|6000000|1981
An American Werewolf in London|10000000|3786512|1981
Arthur|7000000|88595661|1981
Back Roads|-1|3046339|1981
Beyond the Reef|-1|547525|1981
Body Heat|-1|23496500|1981
Das Boot|14000000|11433134|1981
Buddy Buddy|10000000|5600000|1981
Bustin' Loose|-1|6622753|1981
The Cannonball Run|-1|20007069|1981
Carbon Copy|-1|9566593|1981
Cattle Annie and Little Britches|-1|115679|1981
Caveman|-1|11800000|1981
Chariots of Fire|5500000|55593332|1981
Clash of the Titans|15000000|41092328|1981
Comin' at Ya!|-1|12000000|1981
Conan the Barbarian|20000000|38511612|1982
Continental Divide|-1|10430647|1981
Dead & Buried|3000000|216166|1981
Deadly Blessing|2500000|8279042|1981
Death Wish II|2000000|7533000|1982
The Devil and Max Devlin|-1|16000000|1981
Diva|-1|108372|1981
Dragonslayer|18000000|2407939|1981
E tu vivrai nel terrore - L'aldilà|400000|123843|1981
Endless Love|-1|23315700|1981
The Entity|-1|13277558|1981
Turkey Shoot|3200000|1414828|1982
Escape from New York|6000000|25244700|1981
Excalibur|-1|4519706|1981
An Eye for an Eye|-1|7680000|1981
Eye of the Needle|-1|17583634|1981
Eyes of a Stranger|-1|546724|1981
Eyewitness|-1|6400000|1981
The Final Conflict|-1|5571675|1981
For Your Eyes Only|28000000|32695997|1981
Fort Apache the Bronx|-1|29200000|1981
The Four Seasons|-1|4365643|1981
The Fox and the Hound|12000000|23556988|1981
The French Lieutenant's Woman|-1|22600000|1981
Friday the 13th Part 2|1000000|6429784|1981
The Funhouse|-1|2765456|1981
Gallipoli|2600000|3623994|1981
Ghost Story|-1|16202210|1981
Graduation Day|250000|23894000|1981
The Great Muppet Caper|-1|2968990|1981
La guerre du feu|12500000|67400000|1981
Halloween II|2500000|20470309|1981
The Hand|6500000|566736|1981
Heartbeeps|10000000|407464|1981
History of the World: Part I|11000000|23253349|1981
Honky Tonk Freeway|24000000|939423|1981
The Howling|1000000|17986000|1981
The Incredible Shrinking Woman|-1|4279264|1981
King of the Mountain|2000000|958637|1981
The Legend of the Lone Ranger|18000000|2945600|1981
Longshot|-1|256301|1981
Mad Max 2|4000000|23667907|1981
Mil gritos tiene la noche|-1|1198346|1982
Modern Problems|-1|17223929|1981
Modern Romance|-1|18225|1981
Mommie Dearest|5000000|17988509|1981
My Bloody Valentine|2300000|5672031|1981
My Dinner with Andre|-1|5073|1981
Neighbors|8500000|28732057|1981
Night Crossing|-1|4500000|1981
Nighthawks|5000000|2525360|1981
On Golden Pond|-1|19255967|1981
Only When I Laugh|-1|25782304|1981
Outland|16000000|3059638|1981
Paternity|-1|18838812|1981
Pennies from Heaven|22000000|6200000|1981
The Postman Always Rings Twice|-1|12200000|1981
Prince of the City|8600000|7840272|1981
Private Lessons|2800000|26279000|1981
Puberty Blues|-1|237000|1981
The Pursuit of D.B. Cooper|-1|2104164|1981
Raggedy Man|-1|769000|1981
Ragtime|-1|17468158|1981
Raiders of the Lost Ark|18000000|230329080|1981
Reds|35000000|31802166|1981
Rich and Famous|-1|14492125|1981
Roar|17000000|2000000|1981
Rollover|-1|10217873|1981
S.O.B.|-1|14867086|1981
Sharky's Machine|-1|32984898|1981
Silence of the North|8400000|344837|1981
Some Kind of Hero|-1|20400486|1982
Southern Comfort|-1|2939174|1981
Sphinx|14000000|439564|1981
Stripes|10000000|83339362|1981
Student Bodies|-1|1582148|1981
Take This Job and Shove It|-1|17569030|1981
Taps|-1|35856053|1981
Tarzan, the Ape Man|-1|36565280|1981
Thief|-1|4300000|1981
This Is Elvis|5000000|429146|1981
True Confessions|-1|10200000|1981
Under the Rainbow|20000000|2297493|1981
Victory|-1|10853418|1981
Visiting Hours|5500000|12111208|1982
Whose Life Is It Anyway?|13000000|2100000|1981
Wolfen|-1|8873042|1981
Zoot Suit|-1|63356|1981
48 Hrs.|-1|5273192|1982
Airplane II: The Sequel|-1|27150534|1982
Amityville II: The Possession|-1|11328000|1982
Annie|50000000|57059003|1982
Author! Author!|-1|10576604|1982
The Ballad of Gregorio Cortez|1305000|777530|1982
Barbarosa|-1|285312|1982
The Beast Within|-1|2040000|1982
Best Friends|-1|36821203|1982
The Best Little Whorehouse in Texas|35000000|69701637|1982
Better Late Than Never|-1|24164|1982
Blade Runner|28000000|1445283|1982
The Border|22000000|6118683|1982
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales|-1|78350|1982
Cannery Row|-1|2638311|1982
Cat People|18000000|5694940|1982
The Challenge|-1|3534852|1982
Creepshow|8000000|19733000|1982
The Dark Crystal|15000000|40577001|1982
Dead Men Don't Wear Plaid|-1|18196170|1982
Deathtrap|-1|19201885|1982
Diner|5000000|14100000|1982
E.T.: The Extra-Terrestrial|10500000|31429332|1982
Endangered Species|-1|624041|1982
The Escape Artist|-1|143369|1982
Eureka|-1|123572|1983
The Evil Dead|350000|2400000|1981
Evil Under the Sun|-1|4659287|1982
Experience Preferred... But Not Essential|-1|822650|1982
Fanny och Alexander|-1|4971340|1982
Fast Times at Ridgemont High|4500000|27092880|1982
Who Dares Wins|-1|2108197|1982
Firefox|21000000|46700000|1982
First Blood|14000000|47212904|1982
Five Days One Summer|-1|96128|1982
Forced Vengeance|5000000|4388500|1982
Frances|-1|5000000|1982
Friday the 13th Part III|4000000|33312481|1982
Gandhi|22000000|52767889|1982
Grease 2|13200000|11608405|1982
Hanky Panky|-1|9823934|1982
Heat and Dust|-1|802965|1983
Heidi's Song|-1|5124391|1982
Homework|-1|2914328|1982
Honkytonk Man|-1|4484991|1982
I Ought to Be in Pictures|-1|6968359|1982
If You Could See What I Hear|5600000|8693512|1982
Inchon|46000000|4408636|1981
Kiss Me Goodbye|-1|15782759|1982
The Last American Virgin|-1|5829781|1982
The Last Unicorn|-1|6455530|1982
A Little Sex|-1|2370376|1982
Lookin' to Get Out|17000000|832238|1982
Love Child|-1|50091|1982
Making Love|-1|11897978|1982
The Man from Snowy River|-1|20659423|1982
Megaforce|20000000|5675599|1982
A Midsummer Night's Sex Comedy|-1|8246991|1982
Missing|-1|7431579|1982
Monty Python Live at the Hollywood Bowl|-1|327958|1982
My Favorite Year|-1|20123620|1982
Class Reunion|-1|10100000|1982
Night Shift|-1|23600000|1982
An Officer and a Gentleman|-1|122195017|1982
One from the Heart|26000000|636796|1982
Ozu no mahôtsukai|-1|612300|1982
Paradise|3500000|5511562|1982
Parasite|800000|7000000|1982
Penitentiary II|-1|662896|1982
Personal Best|-1|2119003|1982
Pink Floyd The Wall|-1|14844106|1982
The Pirate Movie|-1|7983086|1982
Poltergeist|10700000|74706019|1982
Porky's|4000000|105124546|1982
Richard Pryor Live on the Sunset Strip|-1|34970309|1982
Rocky III|-1|902228|1982
Sans soleil|-1|30878|1983
The Secret of NIMH|7000000|10140325|1982
The Seduction|-1|4888270|1982
The Sender|-1|434884|1982
Shoot the Moon|-1|7070222|1982
Silent Rage|-1|10490791|1982
Six Pack|-1|20225989|1982
Six Weeks|-1|6700000|1982
The Soldier|-1|6123549|1982
Sophie's Choice|12000000|19962353|1982
Split Image|-1|263635|1982
Der Stand der Dinge|-1|6000000|1982
Star Trek: The Wrath of Khan|11000000|78633541|1982
Still of the Night|10000000|5979947|1982
Summer Lovers|-1|1200000|1982
The Sword and the Sorcerer|-1|39103500|1982
Tempest|-1|5005245|1982
They Call Me Bruce?|-1|16894678|1982
The Thing|15000000|13782838|1982
Things Are Tough All Over|-1|21134374|1982
Tootsie|22000000|116147056|1982
The Toy|-1|50400000|1982
Trail of the Pink Panther|-1|6988928|1982
La traviata|-1|3594000|1983
TRON|17000000|33000000|1982
Venom|-1|4117958|1981
The Verdict|-1|54000000|1982
Vice Squad|-1|5568880|1982
Victor Victoria|-1|28215453|1982
The World According to Garp|17000000|29712172|1982
Wrong Is Right|-1|3379569|1982
Yes, Giorgio|19000000|1368588|1982
Il mondo di Yor|-1|2810199|1983
Young Doctors in Love|-1|30688860|1982
Zapped!|-1|16897768|1982
10 to Midnight|4520000|7100000|1983
All the Right Moves|-1|14691388|1983
Amityville 3-D|-1|6333135|1983
Baby It's You|3000000|1312473|1983
Bad Boys|-1|9200000|1983
The Honorary Consul|11800000|4800000|1983
The Big Chill|-1|56968|1983
The Black Stallion Returns|-1|9800000|1983
Blue Skies Again|-1|46603|1983
Blue Thunder|-1|42300000|1983
Brainstorm|15000000|8900000|1983
Breathless|-1|19910002|1983
